TC_Id,MicroserviceName,ApiName,Method,Description,Keywords,LoopCount,Service_Type,Start_Date,End_Date,port,Alternate_No,dob,email,fdn1,fdn2,fdn3,fdn4,fdn5,firstName_1,lastName_1,lastRecharge,mmn,MSISDN,smsBodys,newSimSerial,placeofBirth,reasonForSwap,bundleType_1,charge,Subcriber_Number,amount,currency_Code,subscriberType,Sim_Serial_Number,Voucher_Number,Card_Pin_No.,Currency_Type,loggedInNumber,emailId,mailBody,mailSubject,receiverID,senderID,backUrl,mpin,paymentMobile,paymentMode,redirectUrl,transactionType,transactionId,fromDate,n,toDate,companyRef,country,paymentAmount,redirectURL,serviceDescription,txRef,refTxnId,refTxnId,refTransactionId,transactionToken,transactionReference,,bestOffer,bundle,bundleType,bundleUnit,chargePID,countryCode,currencyCode,description,duration,durationUnit,extraBundle,newProductCode,nonChargePID,productCode,serviceType,type,smsCount,validity,valueReceived,planType,TONE_ID,query,auuid,password_1,dateOfBirth,documentId,givenNames,nationalId,surname,action,accessTokenValidity,additionalInformation,authorities,authorizedGrantTypes,autoapprove,clientSecret,refreshTokenValidity,resourceIds,scope,Authorization,webServerRedirectUri,emailBody,expireInMS,isEmail,isSMS,mobileNumber,otpLength,refTransaction,otp,otpId,accountNonExpired,accountNonLocked,active,alternateMsisdn,blocked,createdBy,createdOn,credentialsNonExpired,deviceId,emailVerified,enabled,firstName,gender,lastLogin,lastName,middleName,msisdnVerified,id,newUserName,password,passwordModified,role,username,field,value,currentPassword,newPassword,simSerial,simSerial_1_4,updatedBy,updatedOn,category,isBestOffer,lineType,path,API_Path,Endpoint,Content-Type,ASP-OPCO,ASP-Locale,Response_Code,Expected_Param,Changes ,TCType
TC089,Subscriber Transactions,Pretups,POST,Make prepaid recharge with other opco subscriberNumber and invalid amount,Pretups;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,752336558,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/pretups,172.24.6.215,application/json,NG,en-US,500,status;error;message,,Negative
TC090,Subscriber Transactions,Pretups,POST,Make prepaid recharge with blank subscriberNumber and invalid amount,Pretups;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/pretups,172.24.6.215,application/json,NG,en-US,500,status;error;message,,Negative
TC091,Subscriber Transactions,Pretups,POST,Make prepaid recharge with valid subscriberNumber and  amount (in word),Pretups;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,9073733657,fifty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/pretups,172.24.6.215,application/json,NG,en-US,500,status;error;message,,Negative
TC092,Subscriber Transactions,Sim_Swap,POST,Swap SIM with valid MSISDN and new simSerialNumber,Sim_Swap;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,8082598721,,,,,,,,,,,8.92E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/sim-swap,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC093,Subscriber Transactions,Sim_Swap,POST,Swap SIM with valid MSISDN and invalid new simSerialNumber,Sim_Swap;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,8082598721,,,,,,,,,,,9.88E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/sim-swap,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC094,Subscriber Transactions,Sim_Swap,POST,Swap SIM with valid MSISDN and blank simSerialNumber,Sim_Swap;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,8082598721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/sim-swap,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC095,Subscriber Transactions,Sim_Swap,POST,Swap SIM with invalid MSISDN and valid new simSerialNumber,Sim_Swap;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,1234567890,,,,,,,,,,,8.92E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/sim-swap,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC096,Subscriber Transactions,Sim_Swap,POST,Swap SIM with invalid MSISDN and invalid simSerialNumber,Sim_Swap;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,1234567890,,,,,,,,,,,9.88E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/sim-swap,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC097,Subscriber Transactions,Sim_Swap,POST,Swap SIM with invalid MSISDN and blank simSerialNumber,Sim_Swap;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/sim-swap,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC098,Subscriber Transactions,Sim_Swap,POST,Swap SIM with valid MSISDN and existing simSerialNumber,Sim_Swap;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,8082598721,,,,,,,,,,,8.92E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/sim-swap,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC099,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with valid subscriber number and using with valid Card pin ,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,8083729276,,,,,,5.09E+15,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/sim-swap,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC100,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with valid subscriber number and using with invalid Card pin ,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,8083729276,,,,,,3.76E+15,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC101,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with valid subscriber number and using with blank Card pin ,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,8083729276,,,,,,,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC102,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with valid subscriber number and using with used  Card pin,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,8083729276,,,,,,5.45E+15,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC103,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with invalid subscriber number and using with valid Card pin,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,1234567890,,,,,,5.09E+15,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC104,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with invalid subscriber number and using with invalid Card pin ,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,1234567890,,,,,,5.09E+15,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC105,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with invalid subscriber number and using with blank Card pin ,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,1234567890,,,,,,,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC106,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with invalid subscriber number and using with used Card pin ,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,1234567890,,,,,,5.45E+15,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC107,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with other opco subscriber number and using with valid Card pin ,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,752600581,,,,,,5.09E+15,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC108,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with other opco subscriber number and using with invalid Card pin,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,752600581,,,,,,3.76E+15,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC109,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with other opco subscriber number and using with blank Card pin ,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,752600581,,,,,,,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC110,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with blank subscriber number and using with valid Card pin,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,,,,,,,5.09E+15,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC111,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with blank subscriber number and using with invalid Card pin ,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,,,,,,,3.76E+15,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC112,Subscriber Transactions,Voucher_Recharge,POST,voucher recharge with blank subscriber number and using with blank Card pin ,Voucher_Recharge;Validate_Response;Result,0,,,,30003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/subscriber-transaction/v1/voucher-recharge,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC113,Payment Option,Payment_Option,GET,Get payment option with valid amount _currencyCode_msisdn and subscriberType: PREPAID,Payment_Options;Validate_Response;Result,0,,,,30008,,,,,,,,,,,,,8025054523,,,,,,,,1000,NGN,PREPAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-options/v1/payment-options,172.24.6.215,application/json,NG,en-US,200,airtimeBalance;allowAirtime;paymentGateWays;pgname;allowCreditCard;allowDebitCard;currencyCode;description;userBarred;airtelMoneyAvailable,,Positive
TC114,Payment Option,Payment_Option,GET,Get payment option When entered amount contains string,Payment_Options;Validate_Response;Result,0,,,,30008,,,,,,,,,,,,,8025054523,,,,,,,,fifty,NGN,PREPAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-options/v1/payment-options,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC115,Payment Option,Payment_Option,GET,Get payment option When Subscriber Type is not valid,Payment_Options;Validate_Response;Result,0,,,,30008,,,,,,,,,,,,,8025054523,,,,,,,,50,NGN,prepaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-options/v1/payment-options,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC116,Payment Option,Payment_Option,GET,Get payment option When MSISDN is not valid,Payment_Options;Validate_Response;Result,0,,,,30008,,,,,,,,,,,,,1234567890,,,,,,,,50,NGN,PREPAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-options/v1/payment-options,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC117,Payment Option,Payment_Option,GET,Get payment option when amount is invalid (Negative),Payment_Options;Validate_Response;Result,0,,,,30008,,,,,,,,,,,,,8025054523,,,,,,,,-50,NGN,PREPAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-options/v1/payment-options,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC118,Payment Option,Payment_Option,GET,Get payment option when amount is blank,Payment_Options;Validate_Response;Result,0,,,,30008,,,,,,,,,,,,,8025054523,,,,,,,,,NGN,PREPAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-options/v1/payment-options,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC119,Payment Option,Payment_Option,GET,Get payment option when Currency Code  is blank,Payment_Options;Validate_Response;Result,0,,,,30008,,,,,,,,,,,,,8025054523,,,,,,,,50,NGN,PREPAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-options/v1/payment-options,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC120,Payment Option,Payment_Option,GET,Get payment option when MSISDN  is blank,Payment_Options;Validate_Response;Result,0,,,,30008,,,,,,,,,,,,,,,,,,,,,50,NGN,PREPAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-options/v1/payment-options,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC121,Payment Option,Payment_Option,GET,Get payment option when Subscriber Type  is blank,Payment_Options;Validate_Response;Result,0,,,,30008,,,,,,,,,,,,,8025054523,,,,,,,,50,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-options/v1/payment-options,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC122,Payment Option,Payment_Option,GET,"Get payment option with valid amount, currencyCode, msisdn and subscriberType: POSTPAID",Payment_Options;Validate_Response;Result,0,,,,30008,,,,,,,,,,,,,7086566597,,,,,,,,50,NGN,POSTPAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-options/v1/payment-options,172.24.6.215,application/json,NG,en-US,200,airtimeBalance;allowAirtime;paymentGateWays;pgname;allowCreditCard;allowDebitCard;currencyCode;description;userBarred;airtelMoneyAvailable,,Positive
TC123,Payment Option,Payment_Option,GET,Get payment option when all blank,Payment_Options;Validate_Response;Result,0,,,,30008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/payment-options/v1/payment-options,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC124,Email Notifications Service,Add-User,POST,To save user details with valid email address and valid msisdn,Add_User;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,8083729276,,,,,,,,,,,,,,,,Test@airtel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/add-user,172.24.6.215,application/json,NG,en-US,200,msisdn;opco;mail,,Positive
TC125,Email Notifications Service,Add-User,POST,To save user details with valid email address and invalid msisdn,Add_User;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,Test@airtel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/add-user,172.24.6.215,application/json,NG,en-US,200,msisdn;opco;mail,,Positive
TC126,Email Notifications Service,Add-User,POST,To save user details with valid email address and other opco msisdn,Add_User;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,706034040,,,,,,,,,,,,,,,,Test@airtel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/add-user,172.24.6.215,application/json,NG,en-US,200,msisdn;opco;mail,,Positive
TC127,Email Notifications Service,Add-User,POST,To save user details with valid email address and blank  msisdn,Add_User;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test@airtel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/add-user,172.24.6.215,application/json,NG,en-US,200,msisdn;opco;mail,,Positive
TC128,Email Notifications Service,Add-User,POST,To save user details with invalid email address and valid msisdn,Add_User;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,8083729276,,,,,,,,,,,,,,,,Test@airtel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/add-user,172.24.6.215,application/json,NG,en-US,200,msisdn;opco;mail,,Positive
TC129,Email Notifications Service,Add-User,POST,To save user details with blank email address and invalid msisdn,Add_User;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/add-user,172.24.6.215,application/json,NG,en-US,200,msisdn;opco;mail,,Positive
TC130,Email Notifications Service,Get_User,GET,Get user details with valid MSISDN,Get_User;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,8083729276,,,,,,,,,,,,,,,,,,,,support.ug@airtel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/get-user,172.24.6.215,application/json,NG,en-US,200,msisdn;opco;mail,,Positive
TC131,Email Notifications Service,Get_User,GET,Get user details with invalid MSISDN,Get_User;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,support.ug@airtel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/get-user,172.24.6.215,application/json,NG,en-US,200,msisdn;opco;mail,,Positive
TC132,Email Notifications Service,Get_User,GET,Get user details with other opco MSISDN,Get_User;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,823123323,,,,,,,,,,,,,,,,,,,,support.ug@airtel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/get-user,172.24.6.215,application/json,NG,en-US,200,msisdn;opco;mail,,Positive
TC133,Email Notifications Service,Get_User,GET,Get user details with blank MSISDN,Get_User;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,support.ug@airtel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/get-user,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
TC134,Email Notifications Service,Send_Email_Notification,POST,Send Email Notification with Valid Details,Send_Email_Notification;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test body,test subject,test@airtel.com,support.ug@airtel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/send-email-notification,172.24.6.215,application/json,NG,en-US,200,status;message,,Positive
TC135,Email Notifications Service,Send_Email_Notification,POST,Send Email Notification When any request field is empty or NULL,Send_Email_Notification;Validate_Response;Result,0,,,,30007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test body,,test@airtel.com,support.ug@airtel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/api/email/v1/send-email-notification,172.24.6.215,application/json,NG,en-US,400,status;error;message,,Negative
